symbol_a,symbol_b,pearson_rho
GLENMARK,SWANCORP,0.118982
PNBHOUSING,WHIRLPOOL,0.118981
SARDAEN,ZYDUSLIFE,0.118979
JKTYRE,PWL,0.118978
ALKEM,ENGINERSIN,0.118976
GESHIP,IEX,0.118975
CIEINDIA,JWL,0.118971
GABRIEL,TRENT,0.11897
FORCEMOT,PERSISTENT,0.118969
ICICIPRULI,TRIDENT,0.118969
SONACOMS,TTML,0.118969
ABDL,GMDCLTD,0.118968
SUZLON,UBL,0.118962
HINDZINC,MMTC,0.118962
ABSLAMC,CONCOR,0.118962
ARE&M,MFSL,0.118961
DELHIVERY,TTML,0.118961
BALRAMCHIN,SCI,0.118958
HEXT,TATAPOWER,0.118955
BHARTIARTL,SCI,0.118954
BHARTIARTL,MOTILALOFS,0.118954
KPIL,SCI,0.118953
RBLBANK,SOBHA,0.118952
KEC,SAREGAMA,0.11895
BAJAJ-AUTO,MMTC,0.118945
OIL,TVSMOTOR,0.118943
ABFRL,DMART,0.118941
ICICIPRULI,MMTC,0.118939
PHOENIXLTD,TCS,0.118939
CPPLUS,SYRMA,0.118939
SAGILITY,VMM,0.118938
RITES,TENNIND,0.118937
DMART,VMM,0.118936
ICICIGI,PREMIERENE,0.118936
INDIGO,VMM,0.118936
CCL,MSUMI,0.118936
GPIL,KAJARIACER,0.118933
EIDPARRY,SBIN,0.118931
CGPOWER,RKFORGE,0.118931
NEWGEN,PATANJALI,0.118931
SCI,SYNGENE,0.118931
CGPOWER,CLEAN,0.118931
DEEPAKFERT,M&MFIN,0.118926
TATACAP,TATAELXSI,0.118921
GODFRYPHLP,SAGILITY,0.11892
COALINDIA,PARADEEP,0.118919
BEL,FACT,0.118918
ICICIBANK,NUVAMA,0.118918
GRANULES,TARIL,0.118916
ITI,JSWCEMENT,0.118916
BHARATFORG,WHIRLPOOL,0.118915
RELIANCE,WOCKPHARMA,0.118915
JSWCEMENT,TORNTPOWER,0.118913
DALBHARAT,TORNTPHARM,0.118912
KFINTECH,TATACAP,0.118912
AWL,POWERINDIA,0.118912
AIAENG,RITES,0.118911
ELGIEQUIP,GRANULES,0.118911
IIFL,SWANCORP,0.11891
ABLBL,BSE,0.118908
HEG,TATACONSUM,0.118907
AWL,BPCL,0.118906
SJVN,VTL,0.118904
BOSCHLTD,IDEA,0.118904
CIEINDIA,RITES,0.118901
JUBLPHARMA,LUPIN,0.118901
GPIL,SUMICHEM,0.118899
NEWGEN,SYNGENE,0.118899
ARE&M,BRITANNIA,0.118897
FORTIS,WHIRLPOOL,0.118897
KPIL,SOLARINDS,0.118893
GESHIP,SIEMENS,0.118892
360ONE,LEMONTREE,0.118889
CAMS,GICRE,0.118887
ABREL,REDINGTON,0.118886
360ONE,NIACL,0.118885
GODFRYPHLP,PIDILITIND,0.118884
LLOYDSME,NAUKRI,0.118882
INDUSINDBK,KIRLOSENG,0.118881
ESCORTS,LEMONTREE,0.11888
JBCHEPHARM,PHOENIXLTD,0.118879
CGCL,MANAPPURAM,0.118879
ACC,OIL,0.118879
IREDA,RAMCOCEM,0.118878
KAJARIACER,OBEROIRLTY,0.118878
ENDURANCE,PRESTIGE,0.118877
BELRISE,JSWCEMENT,0.118876
IDFCFIRSTB,USHAMART,0.118876
BHARTIARTL,UNITDSPR,0.118875
360ONE,VMM,0.118874
ABFRL,WHIRLPOOL,0.118872
LLOYDSME,SHREECEM,0.118872
HCLTECH,PNBHOUSING,0.11887
MOTHERSON,TATACOMM,0.118869
ABLBL,BLS,0.118868
GABRIEL,IGL,0.118867
COLPAL,SARDAEN,0.118866
BIOCON,LATENTVIEW,0.118865
DALBHARAT,JSL,0.118864
BHARATFORG,TENNIND,0.118864
MFSL,NETWEB,0.118863
COROMANDEL,SRF,0.118863
BHARATFORG,RRKABEL,0.118862
SYRMA,WHIRLPOOL,0.118862
AFFLE,GRAVITA,0.11886
ABREL,INDIGO,0.118859
SHYAMMETL,SUZLON,0.118858
HAVELLS,JUBLPHARMA,0.118858
INDIANB,WHIRLPOOL,0.118852
ABFRL,OLAELEC,0.11885
ADANIPORTS,CLEAN,0.118849
KALYANKJIL,SBFC,0.118849
ACE,NTPC,0.118846
CEMPRO,TIINDIA,0.118844
EXIDEIND,RADICO,0.118844
MUTHOOTFIN,TECHM,0.118842
CYIENT,GRANULES,0.118842
HEG,UNITDSPR,0.118842
PHOENIXLTD,SUNPHARMA,0.118841
SYRMA,URBANCO,0.118837
CESC,EICHERMOT,0.118836
GICRE,TATATECH,0.118836
BANKBARODA,RRKABEL,0.118835
BHARTIARTL,TIINDIA,0.118834
KPRMILL,PAYTM,0.118834
ENRIN,PHOENIXLTD,0.118832
MARICO,MSUMI,0.11883
GICRE,NMDC,0.118828
PVRINOX,RAILTEL,0.118825
KPRMILL,PPLPHARMA,0.118822
BAJAJ-AUTO,BRIGADE,0.118822
NAUKRI,VMM,0.118822
GLAND,GRSE,0.118822
JSWSTEEL,VMM,0.118821
AUBANK,FORCEMOT,0.118821
DABUR,NTPCGREEN,0.118819
ELECON,MGL,0.118819
ETERNAL,SARDAEN,0.118816
ECLERX,HAL,0.118816
COHANCE,HBLENGINE,0.118815
REDINGTON,TTML,0.118815
IRFC,LINDEINDIA,0.118814
AXISBANK,NETWEB,0.118813
DABUR,POONAWALLA,0.118812
LTFOODS,TVSMOTOR,0.11881
GRANULES,SARDAEN,0.118808
EIDPARRY,SWANCORP,0.118808
ELECON,IDEA,0.118805
MCX,MSUMI,0.118805
CAMS,POLYMED,0.118803
ADANIENSOL,LATENTVIEW,0.118803
DLF,JAINREC,0.118801
ENGINERSIN,SOBHA,0.1188
INDUSTOWER,KIRLOSENG,0.1188
GRAPHITE,ICICIPRULI,0.118799
AEGISLOG,RPOWER,0.118798
SRF,SWANCORP,0.118797
SAIL,SYNGENE,0.118797
ATGL,BOSCHLTD,0.118796
KARURVYSYA,TRENT,0.118796
FORTIS,LTFOODS,0.118796
FINCABLES,GABRIEL,0.118793
IFCI,TMCV,0.118792
ASTRAL,BBTC,0.118791
INDIANB,NUVOCO,0.118791
CLEAN,RBLBANK,0.11879
JWL,TATACAP,0.118789
FINCABLES,WHIRLPOOL,0.118788
ADANIGREEN,AFCONS,0.118786
DRREDDY,OIL,0.118786
BBTC,CHAMBLFERT,0.118786
CGPOWER,HDBFS,0.118782
INDIANB,USHAMART,0.118781
FLUOROCHEM,NBCC,0.118778
ECLERX,TECHNOE,0.118776
DATAPATTNS,FIRSTCRY,0.118775
CENTRALBK,INDIAMART,0.118772
RPOWER,SAPPHIRE,0.118772
DIVISLAB,FORCEMOT,0.118769
JPPOWER,SAIL,0.118768
M&MFIN,NATCOPHARM,0.118768
ADANIPOWER,FSL,0.118768
DELHIVERY,LTTS,0.118767
ADANIGREEN,TRITURBINE,0.118767
EMAMILTD,OBEROIRLTY,0.118766
NATIONALUM,TATACHEM,0.118766
BELRISE,POONAWALLA,0.118766
FSL,WAAREEENER,0.118765
IRB,ONGC,0.118764
GRANULES,GRAVITA,0.118762
INDIACEM,WELSPUNLIV,0.118762
AUBANK,OIL,0.118761
BBTC,SIEMENS,0.11876
CHOICEIN,NLCINDIA,0.118758
HEG,OIL,0.118756
LODHA,PWL,0.118756
GPIL,ICICIGI,0.118756
FLUOROCHEM,INOXWIND,0.118755
ANANTRAJ,SUMICHEM,0.118754
POLYMED,ZEEL,0.118753
MANKIND,MMTC,0.118753
BOSCHLTD,VMM,0.118752
EMAMILTD,PNB,0.118751
DOMS,INOXWIND,0.118751
ADANIENSOL,BATAINDIA,0.118746
AMBER,MINDACORP,0.118744
BHARTIARTL,OLECTRA,0.118743
DOMS,JWL,0.118741
HCLTECH,J&KBANK,0.118741
AUROPHARMA,HDFCBANK,0.118738
ABCAPITAL,NUVOCO,0.118738
HINDALCO,MMTC,0.118737
ACE,MUTHOOTFIN,0.118734
GABRIEL,GRAVITA,0.118733
BPCL,JSWCEMENT,0.118731
INDGN,NSLNISP,0.118729
BAJAJHLDNG,PARADEEP,0.118728
BAJFINANCE,BRIGADE,0.118728
CGPOWER,UTIAMC,0.118727
OLAELEC,SARDAEN,0.118726
GLENMARK,KARURVYSYA,0.118726
ATGL,NAM-INDIA,0.118723
HCLTECH,POLICYBZR,0.11872
LT,TATACOMM,0.118716
ABSLAMC,BHARATFORG,0.118712
INDUSINDBK,JSWCEMENT,0.118712
EIDPARRY,PIIND,0.118711
PATANJALI,WELSPUNLIV,0.118707
GLAXO,SJVN,0.118707
CAMS,URBANCO,0.118702
CEMPRO,ZYDUSLIFE,0.118702
AIIL,GODREJPROP,0.1187
DEVYANI,SHRIRAMFIN,0.1187
INDHOTEL,SAPPHIRE,0.118699
BPCL,WOCKPHARMA,0.118697
DEVYANI,SBICARD,0.118696
CPPLUS,NBCC,0.118695
POLYCAB,TATACAP,0.118695
COHANCE,JMFINANCIL,0.118694
JINDALSAW,TITAN,0.118693
SOLARINDS,TATACAP,0.118689
CAMS,EMAMILTD,0.118689
DABUR,INTELLECT,0.118689
ABREL,APTUS,0.118686
AFCONS,MOTILALOFS,0.118686
ATHERENERG,INDHOTEL,0.118685
NAVA,SWANCORP,0.118684
BALRAMCHIN,NSLNISP,0.118684
BLUEJET,JKTYRE,0.118683
ACUTAAS,GRSE,0.118683
COHANCE,DLF,0.118681
GLAND,IRCON,0.11868
NAVA,PGEL,0.118678
IOB,MGL,0.118678
APOLLOHOSP,WOCKPHARMA,0.118678
HEXT,TMPV,0.118676
KALYANKJIL,MAPMYINDIA,0.118675
JSWINFRA,SBFC,0.118672
FACT,MRPL,0.118671
AFFLE,ASTRAL,0.118669
ACMESOLAR,SCI,0.118668
SBFC,SONATSOFTW,0.118668
GABRIEL,NAM-INDIA,0.118668
OBEROIRLTY,RHIM,0.118667
DMART,HEG,0.118667
COLPAL,LTFOODS,0.118664
ABREL,MSUMI,0.118662
GRANULES,LEMONTREE,0.118659
KPRMILL,SONATSOFTW,0.118657
GRAVITA,OFSS,0.118656
LINDEINDIA,MAZDOCK,0.118655
CAMS,SUMICHEM,0.118654
ABLBL,BEL,0.118651
CONCOR,IGIL,0.118651
ACUTAAS,BDL,0.11865
GRANULES,IOC,0.118649
FIVESTAR,IDFCFIRSTB,0.118647
ACE,GODFRYPHLP,0.118645
JINDALSAW,NAVA,0.118644
APLAPOLLO,TRIDENT,0.118644
AARTIIND,ASIANPAINT,0.118644
BBTC,DABUR,0.118644
BOSCHLTD,JPPOWER,0.118644
APOLLOTYRE,OBEROIRLTY,0.118643
ABREL,TVSMOTOR,0.118638
GRAPHITE,TMCV,0.118638
CHAMBLFERT,PAGEIND,0.118638
ITCHOTELS,JSWCEMENT,0.118636
DALBHARAT,MMTC,0.118634
SBICARD,SUNPHARMA,0.118632
EIDPARRY,HINDPETRO,0.118631
HAVELLS,TATACAP,0.118629
CLEAN,JPPOWER,0.118629
PIIND,TRIDENT,0.118629
ATGL,HDFCBANK,0.118624
JSL,PREMIERENE,0.118624
JINDALSAW,MAXHEALTH,0.118623
AWL,INTELLECT,0.118623
UTIAMC,ZENTEC,0.118622
CYIENT,NH,0.118622
BAJAJ-AUTO,BSOFT,0.11862
ALKEM,RPOWER,0.118619
AIIL,JSWENERGY,0.118616
GESHIP,OIL,0.118614
CEMPRO,EIDPARRY,0.118612
HINDALCO,SONATSOFTW,0.11861
INDGN,RPOWER,0.118608
NAM-INDIA,PIIND,0.118608
JINDALSAW,NATCOPHARM,0.118603
BAJAJ-AUTO,GODFRYPHLP,0.118603
HYUNDAI,LAURUSLABS,0.118602
PGEL,URBANCO,0.118602
HINDALCO,SAGILITY,0.118601
AFFLE,SUPREMEIND,0.1186
ABDL,BANKBARODA,0.1186
JSL,NETWEB,0.118598
KPIL,SYRMA,0.118597
AARTIIND,NETWEB,0.118594
ICICIPRULI,MSUMI,0.118593
CHOICEIN,EIDPARRY,0.118592
APTUS,BIOCON,0.11859
JUBLPHARMA,OLECTRA,0.118589
ASAHIINDIA,EXIDEIND,0.118589
HUDCO,SAREGAMA,0.118588
AIAENG,RAILTEL,0.118588
NATCOPHARM,SAILIFE,0.118587
CRISIL,TATAPOWER,0.118587
GLAND,LAURUSLABS,0.118586
BLS,MAXHEALTH,0.118586
GLAND,RITES,0.118583
ABREL,GRAVITA,0.118577
BLUEJET,LAURUSLABS,0.118575
360ONE,HINDCOPPER,0.118574
SOBHA,TECHNOE,0.118573
APARINDS,VBL,0.118573
OLECTRA,TORNTPHARM,0.118572
GESHIP,JSWSTEEL,0.118571
CARTRADE,J&KBANK,0.118568
PREMIERENE,SWANCORP,0.118566
BEML,TECHM,0.118566
LATENTVIEW,RELIANCE,0.118566
ENDURANCE,TIINDIA,0.118564
GABRIEL,NLCINDIA,0.118563
CANFINHOME,IRCTC,0.118562
JSWINFRA,NH,0.11856
TATAPOWER,TENNIND,0.11856
PHOENIXLTD,TECHM,0.118559
CLEAN,SUPREMEIND,0.118557
HCLTECH,IRB,0.118555
IFCI,NUVOCO,0.118553
GESHIP,SHRIRAMFIN,0.11855
CAMS,KPRMILL,0.11855
LEMONTREE,MAXHEALTH,0.118546
SBILIFE,SYRMA,0.118543
SBILIFE,TARIL,0.118542
POWERINDIA,SAGILITY,0.118542
HDBFS,PNB,0.118542
POONAWALLA,SBFC,0.118541
ASHOKLEY,MAPMYINDIA,0.118541
MCX,WELCORP,0.118539
INTELLECT,NAVA,0.118537
INDIGO,SWANCORP,0.118537
GMRAIRPORT,KPRMILL,0.118535
JIOFIN,PINELABS,0.118535
SBILIFE,ZEEL,0.118533
AARTIIND,HDFCLIFE,0.118531
CHOICEIN,ETERNAL,0.118529
FORCEMOT,VBL,0.118527
IIFL,MARUTI,0.118527
CHALET,DEEPAKFERT,0.118526
APARINDS,CHAMBLFERT,0.118526
LODHA,SBFC,0.118525
NH,VBL,0.118524
GROWW,MANAPPURAM,0.118523
NIACL,TEJASNET,0.11852
APLAPOLLO,BHARTIARTL,0.118518
BRIGADE,MMTC,0.118518
APOLLOHOSP,LLOYDSME,0.118517
AAVAS,IRB,0.118517
FORCEMOT,NAM-INDIA,0.118516
JYOTICNC,VBL,0.118516
ABLBL,NYKAA,0.118514
BEML,LINDEINDIA,0.118514
CAPLIPOINT,DLF,0.118514
BATAINDIA,NUVAMA,0.118511
ATHERENERG,LTF,0.11851
CAPLIPOINT,RPOWER,0.118509
ABDL,ACC,0.118505
GVT&D,JKTYRE,0.118504
ATHERENERG,BSE,0.118503
FORTIS,ZENSARTECH,0.118498
CRAFTSMAN,ENGINERSIN,0.118497
DEEPAKNTR,JINDALSAW,0.118495
DALBHARAT,ONGC,0.118495
ECLERX,MOTHERSON,0.118492
JYOTICNC,UNITDSPR,0.118492
ICICIPRULI,WELSPUNLIV,0.118491
POWERGRID,WOCKPHARMA,0.118489
BELRISE,NEWGEN,0.118489
IDBI,PWL,0.118488
HFCL,MGL,0.118488
SARDAEN,ZENSARTECH,0.118484
NIACL,UNITDSPR,0.118484
CHOLAHLDNG,NHPC,0.118483
M&MFIN,VEDL,0.118482
CHAMBLFERT,OLAELEC,0.118482
CCL,INDIANB,0.118482
ENRIN,WELSPUNLIV,0.118481
ANTHEM,NBCC,0.118481
MGL,PNBHOUSING,0.118481
ITC,LTM,0.11848
ATGL,CEATLTD,0.118478
BLUEJET,CONCOR,0.118477
JYOTICNC,TATAELXSI,0.118474
360ONE,AWL,0.118473
CESC,TATACHEM,0.118472
ITC,OLECTRA,0.118472
GODREJCP,UCOBANK,0.118472
GODREJIND,MAZDOCK,0.118472
NEWGEN,WOCKPHARMA,0.11847
DLF,IGIL,0.118469
BRITANNIA,JMFINANCIL,0.118469
BERGEPAINT,GMRAIRPORT,0.118468
HAVELLS,TRITURBINE,0.118466
360ONE,TITAN,0.118466
SHYAMMETL,SJVN,0.118466
ABLBL,INDIANB,0.118465
COFORGE,SWANCORP,0.118463
FACT,KEI,0.118461
BALRAMCHIN,NMDC,0.118461
GROWW,VOLTAS,0.118459
AJANTPHARM,VOLTAS,0.118455
JYOTICNC,MAPMYINDIA,0.118454
ABDL,ASHOKLEY,0.118453
FSL,ICICIPRULI,0.118452
NIACL,REDINGTON,0.118451
GVT&D,M&M,0.11845
TATAINVEST,WHIRLPOOL,0.11845
JBCHEPHARM,SHRIRAMFIN,0.118447
GLENMARK,INTELLECT,0.118445
MPHASIS,NETWEB,0.118443
BHARATFORG,RKFORGE,0.118443
AIIL,PNBHOUSING,0.118442
BAJFINANCE,TTML,0.11844
FSL,IGL,0.118439
BLUESTARCO,DEEPAKNTR,0.118439
ADANIPOWER,JSWCEMENT,0.118438
HFCL,MAXHEALTH,0.118437
HINDCOPPER,VMM,0.118431
M&MFIN,NETWEB,0.11843
JBMA,SAPPHIRE,0.118429
DEEPAKNTR,NYKAA,0.118429
UPL,UTIAMC,0.118428
MCX,NTPCGREEN,0.118428
ABREL,UTIAMC,0.118427
ABFRL,RKFORGE,0.118425
CCL,KFINTECH,0.118425
JSWINFRA,SYNGENE,0.118423
KEI,TMCV,0.118423
ONGC,PPLPHARMA,0.11842
KARURVYSYA,LUPIN,0.118419
DELHIVERY,USHAMART,0.118417
CAPLIPOINT,POLYCAB,0.118417
ABDL,ACE,0.118416
RKFORGE,TATASTEEL,0.118416
ATHERENERG,PAYTM,0.118415
BPCL,FSL,0.118415
HYUNDAI,IRB,0.118413
ABLBL,SIEMENS,0.118408
MOTILALOFS,OIL,0.118407
COHANCE,TATAPOWER,0.118407
SYNGENE,ZEEL,0.118407
LAURUSLABS,TMCV,0.118405
PCBL,UTIAMC,0.118404
CESC,JYOTICNC,0.118404
EIHOTEL,RAILTEL,0.118401
NLCINDIA,TATACHEM,0.1184
AFFLE,TARIL,0.118398
ECLERX,PAYTM,0.118397
KAJARIACER,PARADEEP,0.118396
BAJAJ-AUTO,VMM,0.118393
JSWINFRA,WELCORP,0.118392
APTUS,BELRISE,0.118389
HOMEFIRST,PFC,0.118389
BEML,EIHOTEL,0.118389
APARINDS,MCX,0.118387
KEC,TBOTEK,0.118386
BRIGADE,ETERNAL,0.118385
FIRSTCRY,SONATSOFTW,0.118385
DEEPAKFERT,MEDANTA,0.118385
BERGEPAINT,JINDALSTEL,0.118383
AFCONS,TATATECH,0.118383
AARTIIND,ICICIPRULI,0.118381
CHOICEIN,JYOTICNC,0.118379
KFINTECH,RHIM,0.118376
LTFOODS,TATACHEM,0.118373
DMART,ICICIBANK,0.118373
INOXWIND,TBOTEK,0.118372
ENGINERSIN,HDFCBANK,0.118372
DIXON,RRKABEL,0.11837
SHREECEM,WAAREEENER,0.118369
JSWINFRA,NAVA,0.118369
GRAPHITE,PERSISTENT,0.118367
AJANTPHARM,ANANTRAJ,0.118366
ESCORTS,IDBI,0.118366
FINCABLES,MAPMYINDIA,0.118365
ADANIENT,FIVESTAR,0.118364
MANAPPURAM,TATACHEM,0.118363
KOTAKBANK,MPHASIS,0.118362
JSWCEMENT,ZYDUSLIFE,0.118362
AWL,CHOLAFIN,0.118359
CYIENT,POONAWALLA,0.118359
JINDALSTEL,SHYAMMETL,0.118358
BOSCHLTD,ICICIBANK,0.118358
FACT,TVSMOTOR,0.118357
JPPOWER,SAMMAANCAP,0.118356
COROMANDEL,GAIL,0.118353
360ONE,GRANULES,0.118352
FIVESTAR,LODHA,0.118349
ACMESOLAR,NTPCGREEN,0.118348
HINDPETRO,NTPCGREEN,0.118347
HAL,SBFC,0.118345
DEEPAKNTR,POLYCAB,0.118344
NH,WOCKPHARMA,0.118341
ECLERX,REDINGTON,0.118336
NUVOCO,PNB,0.118335
APOLLOTYRE,IEX,0.118334
FLUOROCHEM,JIOFIN,0.118334
NLCINDIA,VMM,0.118333
PPLPHARMA,RRKABEL,0.118331
COROMANDEL,GODREJPROP,0.118329
MMTC,TMCV,0.118327
AARTIIND,CHOICEIN,0.118327
JUBLFOOD,MSUMI,0.118326
360ONE,ASIANPAINT,0.118326
COLPAL,ITI,0.118324
CYIENT,DALBHARAT,0.118323
CONCOR,SOBHA,0.11832
TATACOMM,YESBANK,0.118319
DALBHARAT,IGL,0.118318
AARTIIND,JSWCEMENT,0.118317
ADANIPORTS,BBTC,0.118316
INDGN,KEC,0.118315
PATANJALI,SAIL,0.118314
HYUNDAI,SYRMA,0.118313
BEML,NAVINFLUOR,0.118313
ACUTAAS,AUROPHARMA,0.118312
ASIANPAINT,TECHNOE,0.11831
BALRAMCHIN,ELECON,0.118309
GRSE,MEDANTA,0.118309
JSWCEMENT,NEWGEN,0.118306
APOLLOTYRE,ELECON,0.118303
CLEAN,FSL,0.118303
NEWGEN,VBL,0.118302
HYUNDAI,TATAELXSI,0.1183
CHAMBLFERT,POONAWALLA,0.1183
AFCONS,ANGELONE,0.1183
GICRE,IGL,0.118299
CUB,LT,0.118299
ALKEM,GMDCLTD,0.118299
CEMPRO,JINDALSTEL,0.118299
AARTIIND,SOBHA,0.118297
INFY,RPOWER,0.118297
GICRE,JSWINFRA,0.118297
CIPLA,TARIL,0.118296
ADANIPOWER,SAMMAANCAP,0.118294
LTM,REDINGTON,0.11829
HDFCLIFE,SONATSOFTW,0.11829
LT,MGL,0.118289
JSWSTEEL,UTIAMC,0.118288
AWL,DEEPAKNTR,0.118288
CHAMBLFERT,DIVISLAB,0.118284
JKTYRE,POLICYBZR,0.118283
CHOLAFIN,JBCHEPHARM,0.118283
ENRIN,NLCINDIA,0.118279
ELGIEQUIP,PIDILITIND,0.118278
INDGN,TMPV,0.118277
ENRIN,M&MFIN,0.118276
BLS,RKFORGE,0.118274
LATENTVIEW,TEJASNET,0.118271
CANBK,HOMEFIRST,0.118271
NATCOPHARM,ULTRACEMCO,0.11827
IIFL,PERSISTENT,0.11827
FEDERALBNK,ONGC,0.118268
BHARTIARTL,POWERINDIA,0.118268
HCLTECH,SYRMA,0.118268
FIRSTCRY,IDBI,0.118266
BHARATFORG,LATENTVIEW,0.118265
CAPLIPOINT,INDHOTEL,0.118265
BPCL,NEWGEN,0.118264
KARURVYSYA,PCBL,0.118263
USHAMART,UTIAMC,0.118263
DIVISLAB,INTELLECT,0.118259
ACC,ONGC,0.118259
AMBUJACEM,COROMANDEL,0.118257
GODREJCP,ITCHOTELS,0.118257
DALBHARAT,PERSISTENT,0.118254
APTUS,BAJFINANCE,0.118253
GROWW,KAYNES,0.118253
IRCTC,TENNIND,0.118252
IOC,TATACOMM,0.11825
ELGIEQUIP,IDEA,0.118249
ENRIN,NATCOPHARM,0.118249
COALINDIA,PERSISTENT,0.118248
IRB,USHAMART,0.118246
GODFRYPHLP,ULTRACEMCO,0.118245
DEEPAKFERT,SAMMAANCAP,0.118244
FEDERALBNK,MMTC,0.118244
ACE,VMM,0.118242
AFFLE,NEWGEN,0.118242
BAJAJHLDNG,M&MFIN,0.118241
ASIANPAINT,IGL,0.118241
DEEPAKNTR,FORTIS,0.118241
BAJAJHFL,RRKABEL,0.11824
EIDPARRY,ZENSARTECH,0.118239
FINCABLES,HINDALCO,0.118238
KIRLOSENG,POWERINDIA,0.118237
BPCL,BRIGADE,0.118236
AFCONS,SIEMENS,0.118235
BEL,URBANCO,0.118233
PIDILITIND,TATAINVEST,0.118232
CAPLIPOINT,ZEEL,0.118228
CUB,HAVELLS,0.118223
ESCORTS,MSUMI,0.118223
OLECTRA,SAILIFE,0.118223
NSLNISP,POLYMED,0.11822
HEROMOTOCO,KIRLOSENG,0.11822
CLEAN,DEEPAKNTR,0.118219
IRCTC,PVRINOX,0.118219
RAILTEL,SAREGAMA,0.118218
MSUMI,NATIONALUM,0.118218
KIRLOSENG,MANAPPURAM,0.118216
INDGN,JKTYRE,0.118212
AMBUJACEM,EMAMILTD,0.118208
BAJAJHLDNG,NAM-INDIA,0.118208
HEROMOTOCO,INTELLECT,0.118208
HFCL,TCS,0.118208
ACUTAAS,SUZLON,0.118208
GODREJCP,HDFCBANK,0.118207
FORCEMOT,POONAWALLA,0.118206
GRAPHITE,NH,0.118204
JUBLFOOD,NATCOPHARM,0.118203
AJANTPHARM,BEL,0.1182
JSWENERGY,TATACAP,0.1182
BAJAJHFL,MINDACORP,0.118198
BBTC,JSWINFRA,0.118196
EMAMILTD,KFINTECH,0.118193
TITAN,TRIDENT,0.118193
BLS,MFSL,0.118191
BERGEPAINT,HAL,0.118191
CHOICEIN,FEDERALBNK,0.11819
KEC,SBILIFE,0.118189
APTUS,NUVAMA,0.118188
CIPLA,UCOBANK,0.118188
JUBLFOOD,LLOYDSME,0.118186
PREMIERENE,ULTRACEMCO,0.118184
LUPIN,PCBL,0.118184
GRANULES,WAAREEENER,0.118184
AFCONS,GRAPHITE,0.11818
VMM,WELSPUNLIV,0.118179
JBMA,KPRMILL,0.118178
BRITANNIA,WIPRO,0.118178
MRPL,MSUMI,0.118178
BATAINDIA,NTPCGREEN,0.118177
360ONE,TECHM,0.118176
ACC,JUBLINGREA,0.118175
MINDACORP,PPLPHARMA,0.118172
ATHERENERG,LODHA,0.118169
NTPCGREEN,ULTRACEMCO,0.118168
FIRSTCRY,SWIGGY,0.118167
DEEPAKFERT,PREMIERENE,0.118165
HINDCOPPER,TEJASNET,0.118165
BOSCHLTD,ITC,0.118164
ITI,SWIGGY,0.118159
ECLERX,NSLNISP,0.118158
CGCL,NCC,0.118157
BANKINDIA,HSCL,0.118155
ADANIGREEN,FIRSTCRY,0.118155
BLUESTARCO,CLEAN,0.118155
CESC,SYNGENE,0.118149
ACE,KARURVYSYA,0.118147
NMDC,PWL,0.118146
ATGL,MANKIND,0.118145
HEROMOTOCO,RRKABEL,0.118144
BDL,CASTROLIND,0.118143
KFINTECH,WHIRLPOOL,0.118141
SAIL,SWANCORP,0.11814
JSWINFRA,MARICO,0.118139
ECLERX,TECHM,0.118138
HEXT,HUDCO,0.118137
ACMESOLAR,TORNTPOWER,0.118135
NAUKRI,TECHNOE,0.118135
GRASIM,SAMMAANCAP,0.118134
IFCI,SUMICHEM,0.118133
CAPLIPOINT,VOLTAS,0.118131
ANGELONE,RRKABEL,0.118131
MANKIND,TCS,0.118129
JAINREC,VEDL,0.118128
BRIGADE,MAXHEALTH,0.118126
CONCOR,SIGNATURE,0.118124
SOBHA,TARIL,0.118122
NEWGEN,SARDAEN,0.118122
HDFCAMC,TATACOMM,0.118121
CESC,NIACL,0.118121
APARINDS,MANAPPURAM,0.118117
INTELLECT,VBL,0.118116
JBCHEPHARM,TIINDIA,0.118116
IGL,TEJASNET,0.118115
ABSLAMC,UNIONBANK,0.118114
FORCEMOT,MARICO,0.118112
CHOLAFIN,NATCOPHARM,0.11811
GODFRYPHLP,NLCINDIA,0.118103
SIEMENS,WHIRLPOOL,0.118102
BALRAMCHIN,SYRMA,0.118099
GRAPHITE,KOTAKBANK,0.118097
TATACONSUM,TECHNOE,0.118094
HDFCLIFE,WELSPUNLIV,0.118094
CIEINDIA,DLF,0.118094
INTELLECT,IOC,0.118091
BLS,USHAMART,0.118091
JSWCEMENT,NYKAA,0.11809
OFSS,TORNTPHARM,0.118087
AWL,MGL,0.118084
HINDZINC,NAM-INDIA,0.118084
ASTRAL,KARURVYSYA,0.118083
ANGELONE,HOMEFIRST,0.118083
DELHIVERY,KARURVYSYA,0.118082
COFORGE,ELECON,0.118082
ICICIGI,M&MFIN,0.118081
OLAELEC,REDINGTON,0.118081
HEXT,PFC,0.11808
BHARTIARTL,POLICYBZR,0.118079
ADANIENT,CHOLAHLDNG,0.118078
COFORGE,IGL,0.118077
BAJAJHFL,CCL,0.118076
AIIL,KFINTECH,0.118075
NAVA,TATASTEEL,0.11807
INDUSINDBK,WHIRLPOOL,0.118067
BDL,LINDEINDIA,0.118066
ATHERENERG,TATASTEEL,0.118064
MCX,SYNGENE,0.11806
FACT,KAYNES,0.11806
ARE&M,LUPIN,0.118059
AFCONS,JKTYRE,0.118059
INDIGO,SYNGENE,0.118058
